,Player,position,height,weight,country,draft_year,draft_number,conference,division,team
4004,Joe Stephens,G-C,2.01,94.5,USA,undrafted,undrafted,West,Southwest,Memphis Grizzlies
4005,Everette Stephens,G-C,1.88,78.75,USA,1988,31,East,Central,Indiana Pacers
4006,DJ Stephens,G-F,1.96,84.60000000000001,USA,undrafted,undrafted,East,Central,Milwaukee Bucks
4007,Lance Stephenson,G,1.96,94.5,USA,2010,undrafted,East,Central,Indiana Pacers
4008,Alex Stepheson,G-C,2.08,121.5,USA,undrafted,undrafted,West,Pacific,LA Clippers
4009,Brook Steppe,G-C,1.96,87.75,USA,1982,17,West,Pacific,Sacramento Kings
4010,Barry Stevens,G-C,1.96,87.75,USA,1985,43,West,Pacific,Golden State Warriors
4011,Lamar Stevens,F,2.01,103.5,USA,undrafted,undrafted,East,Central,Detroit Pistons
4012,Isaiah Stevens,G,1.83,83.25,USA,undrafted,undrafted,East,Southeast,Miami Heat
4013,Wayne Stevens,G-C,1.9,83.25,USA,1958,49,West,Pacific,Sacramento Kings
4014,DeShawn Stevenson,G-C,1.96,98.1,USA,2000,23,East,Southeast,Washington Wizards
4015,Erik Stevenson,G,1.93,92.25,USA,undrafted,undrafted,East,Southeast,Washington Wizards
4016,DJ Steward,G,1.88,72.9,USA,undrafted,undrafted,East,Central,Chicago Bulls
4017,Kebu Stewart,G-C,2.03,107.55,USA,1997,35,East,Atlantic,Philadelphia 76ers
4018,Norm Stewart,G-C,1.96,92.25,USA,1956,undrafted,East,Southeast,Atlanta Hawks
4019,Dennis Stewart,G-C,1.98,99.0,USA,1969,44,East,Southeast,Washington Wizards
4020,Isaiah Stewart,F-C,2.03,112.5,USA,2020,16,East,Central,Detroit Pistons
4021,Larry Stewart,G-C,2.03,103.5,USA,undrafted,undrafted,East,Southeast,Washington Wizards
4022,Michael Stewart,G-C,2.08,103.5,USA,undrafted,undrafted,East,Atlantic,Toronto Raptors
4023,D.J. Stewart Jr.,G-F,1.96,92.25,USA,undrafted,undrafted,West,Southwest,Dallas Mavericks
4024,Greg Stiemsma,G-C,2.11,117.0,USA,undrafted,undrafted,West,Northwest,Minnesota Timberwolves
4025,Steve Stipanovich,G-C,2.11,110.25,USA,1983,2,East,Central,Indiana Pacers
4026,Tom Stith,G-C,1.96,94.5,USA,1961,2,East,Atlantic,New York Knicks
4027,Sam Stith,G-C,1.88,83.25,USA,1960,56,East,Atlantic,New York Knicks
4028,Bryant Stith,G-C,1.96,94.5,USA,1992,13,West,Northwest,Denver Nuggets
4029,Alex Stivrins,G-C,2.03,99.0,USA,1985,75,West,Pacific,Phoenix Suns
4030,John Stockton,G-C,1.85,78.75,USA,1984,16,West,Northwest,Utah Jazz
4031,David Stockton,G-C,1.8,74.25,USA,2014,0,West,Pacific,Los Angeles Lakers
4032,Peja Stojakovic,G-C,2.08,103.05,Serbia,1996,14,West,Pacific,Sacramento Kings
4033,Jarnell Stokes,G-C,2.06,118.35,USA,2014,35,West,Southwest,Memphis Grizzlies
4034,Ed Stokes,G-C,2.13,118.8,USA,1993,35,East,Atlantic,Toronto Raptors
4035,Greg Stokes,G-C,2.08,99.0,USA,1985,33,East,Atlantic,Philadelphia 76ers
4036,Maurice Stokes,G-C,2.01,104.4,USA,1955,2,West,Pacific,Sacramento Kings
4037,Diamond Stone,G-C,2.11,114.75,USA,2016,undrafted,West,Pacific,LA Clippers
4038,Julyan Stone,G-C,1.98,90.0,USA,undrafted,undrafted,West,Northwest,Denver Nuggets
4039,Awvee Storey,G-C,1.98,101.25,USA,undrafted,undrafted,East,Central,Milwaukee Bucks
4040,Damon Stoudamire,G-C,1.78,76.95,USA,1995,7,West,Northwest,Portland Trail Blazers
4041,Salim Stoudamire,G-C,1.85,78.75,USA,2005,31,East,Southeast,Atlanta Hawks
4042,Amar'e Stoudemire,G-C,2.08,110.25,USA,2002,9,West,Pacific,Phoenix Suns
